,Playlist,Track,Artist,Track_ID
2304,Your Top Songs 2017,Passionfruit,Drake,5mCPDVBb16L4XQwDdbRUpz
2305,Your Top Songs 2017,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,33bnxcjePIkcmNjEFTJX0l
2306,Your Top Songs 2017,If I Ever Feel Better,Phoenix,3AA8xNhDC0MpqwkGX3EP5V
2307,Your Top Songs 2017,Neighbors,J. Cole,0utlOiJy2weVl9WTkcEWHy
2308,Your Top Songs 2017,Till You're Loved,Mr. Probz,70rYp3dhUBTz9Da3OgmlA1
2309,Your Top Songs 2017,goosebumps,Travis Scott,6gBFPUFcJLzWGx4lenP6h2
2310,Your Top Songs 2017,No Te Vayas,Nicky Jam,30ZTnoYhnlKSVo2YDW2WuN
2311,Your Top Songs 2017,"Rápido, Brusco, Violento",Juan Magán,3LSU7ZcnKTbxhiTot5wqf9
2312,Your Top Songs 2017,G.O.M.D.,J. Cole,16qYlQ6koFxYVbiJbGHblz
2313,Your Top Songs 2017,Besos Suaves,Yorky & Mane,07sUXS6Wm8noSP3UnM2UQT
2314,Your Top Songs 2017,Think,TV Noise,4xC8JUETiU2piwqDyLB9gi
2315,Your Top Songs 2017,Stam,Static & Ben El,1UxPPRzZOUhZPTslSjzagr
2316,Your Top Songs 2017,Shape of You,Ed Sheeran,0FE9t6xYkqWXU2ahLh6D8X
2317,Your Top Songs 2017,No Option,Post Malone,6M0IsaUX4GNyto4niSegfI
2318,Your Top Songs 2017,The Cool Kids,BVRGER,5dJTn4euRivbP78bu2bLgE
2319,Your Top Songs 2017,Distances,Kevin Courtois,7wFdldLbeZZze21zY0EUuA
2320,Your Top Songs 2017,Cocoa Butter Kisses,The Stairwells,3zSi6KJF3Kg7BmuWmzM6ae
2321,Your Top Songs 2017,Swalla (feat. Nicki Minaj & Ty Dolla $ign) - Wideboys Remix,Jason Derulo,1DPrKU9EvePcDg7v4JLmGd
2322,Your Top Songs 2017,Blossom,Milky Chance,3vmE845FU7PdYh4tuoWUU2
2323,Your Top Songs 2017,La Isla del Amor - Remix,Demarco Flamenco,3HGpam99mqC5g3z5fpeqIz
2324,Your Top Songs 2017,3 A.M.,Jesse & Joy,0yyZN5ASdrYu0XYWFzfxUu
2325,Your Top Songs 2017,iSpy (feat. Lil Yachty),KYLE,2EEeOnHehOozLq4aS0n6SL
2326,Your Top Songs 2017,I Better Love You,Will Heard,2jFd3RbfyLbGAZz822QcKN
2327,Your Top Songs 2017,Take Me to Infinity - Radio Edit,Consoul Trainin,4SAnTJDGOVLWaLI2iCGMCz
2328,Your Top Songs 2017,Rollin (feat. Future & Khalid),Calvin Harris,3FDrI0FLKzrYQiWxPhqV2W
2329,Your Top Songs 2017,Lens,Frank Ocean,371H6HjS4SXGbQ9IVfFUIL
2330,Your Top Songs 2017,Vuelve Conmigo,Juan Magán,61eVr953tIgLO1aVfUM4J2
2331,Your Top Songs 2017,Congratulations,Post Malone,3a1lNhkSLSkpJE4MSHpDu9
2332,Your Top Songs 2017,Bonita,J Balvin,0atfY1ew83Ql9nNnJiD2t5
2333,Your Top Songs 2017,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,6BaCraQ9xeLYg4Sb9TBT2X
2334,Your Top Songs 2017,La Rompe Corazones,Daddy Yankee,2Q85xwXagilpHKTfdrbC7M
2335,Your Top Songs 2017,Bésame,Valentino,3Qg6tgOrXbdbX9AFW0r4LX
2336,Your Top Songs 2017,Tudo Bom,Static & Ben El,6lR6VBmCIm7gZwE4msLdb9
2337,Your Top Songs 2017,Silsulim,Static & Ben El,1g0IBPZTRP7VYkctJ4Qafg
2338,Your Top Songs 2017,Jordan Belfort,Wes Walker,6qMXubogFdMrvVMJwqATzd
2339,Your Top Songs 2017,"Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",Calvin Harris,1N90cV79gbBgO0bOs74Y0t
2340,Your Top Songs 2017,Super Rich Kids,Frank Ocean,0725YWm6Z0TpZ6wrNk64Eb
2341,Your Top Songs 2017,Still Got Time (feat. PARTYNEXTDOOR),ZAYN,000xQL6tZNLJzIrtIgxqSl
2342,Your Top Songs 2017,Escápate Conmigo (feat. Ozuna),Wisin,2cnKEkpVUSV4wnjQiTWfH6
2343,Your Top Songs 2017,By Design,Kid Cudi,5FxVTEpoBress37MmlMhbZ
2344,Your Top Songs 2017,Si Ella Quisiera (Remix) [feat. Yandel & Gadiel],Justin Quiles,1Kerea7WH2f330cdQimwZk
2345,Your Top Songs 2017,I'm the One,DJ Khaled,72Q0FQQo32KJloivv5xge2
2346,Your Top Songs 2017,Suicide - Wheathin Remix,Midnight To Monaco,2Gi0Goue4xcxAifv32ovrn
2347,Your Top Songs 2017,Que Va,Alex Sensation,6J1R5wtPXiHiwiPstOSI56
2348,Your Top Songs 2017,Di Que No Te Vas,Morat,5b3B3RwTBAmyRgX6caDQaS
2349,Your Top Songs 2017,She's On My Mind,JP Cooper,6KNQNIsUkur1vEogATnAXR
2350,Your Top Songs 2017,Bonfire,Childish Gambino,05tgwFjP0VbdDTxGhovecU
2351,Your Top Songs 2017,Karma,Tom Walker,3eYxoj4Fw8SPfjpztM8Lft
2352,Your Top Songs 2017,No Diggity,Chet Faker,1xCkZYGKDv7ELjSlIKedOy
2353,Your Top Songs 2017,The Mack,Nevada,2fUZ3aMp8amSaV0mp8s6rQ
2354,Your Top Songs 2017,White Iverson,Post Malone,6eT7xZZlB2mwyzJ2sUKG6w
2355,Your Top Songs 2017,Glorious (feat. Skylar Grey),Macklemore,3HVr6jTVwBHBa2flM0eURR
2356,Your Top Songs 2017,Golden Boy,Nadav Guedj,6YWFr8BHQrRL4b7RwuqS36
2357,Your Top Songs 2017,Love$ick,Mura Masa,7ox2wvSzqTxQQf55Ggobbl
2358,Your Top Songs 2017,Together - Radio Edit,CAZZETTE,6oPluUSa4K4lii1EcwUu0p
2359,Your Top Songs 2017,Una en un Millón,Alexis y Fido,4SrcC7RYF496LSwl0XKdi1
2360,Your Top Songs 2017,Ella Quiere Hmm... Haa... Hmm... - Yayo Remix,Leka el Poeta,0QN1rkBy3D6j9Yw3Czlcsc
2361,Your Top Songs 2017,Desire - Gryffin Remix,Olly Alexander (Years & Years),6JzCO4ZzxAXhY86vTcqM1Q
2362,Your Top Songs 2017,Mrs.,Sick Individuals,6YnX3r74mDVPeu6bN2kzv6
2363,Your Top Songs 2017,HUMBLE.,Kendrick Lamar,7KXjTSCq5nL1LoYtL7XAwS
2364,Your Top Songs 2017,Na' de Na',Dynell,48gicBK3ziVIqym81WGY7n
2365,Your Top Songs 2017,Redbone,Childish Gambino,3kxfsdsCpFgN412fpnW85Y
2366,Your Top Songs 2017,Rolex,Ayo & Teo,0pSBuHjILhNEo55xK1zrRt
2367,Your Top Songs 2017,Swimming Pools (Drank),Kendrick Lamar,6REbwUNlppTfcnV4d4ZoZi
2368,Your Top Songs 2017,Pastillas para Dormir,Estopa,0CQPWcVvEP0YqJudrQp3Pt
2369,Your Top Songs 2017,Chanel,Frank Ocean,6Nle9hKrkL1wQpwNfEkxjh
2370,Your Top Songs 2017,Young Dumb & Broke,Khalid,5Z3GHaZ6ec9bsiI5BenrbY
2371,Your Top Songs 2017,Me and Your Mama,Childish Gambino,4r0GVpjSsKSR1biv4fOoa5
2372,Your Top Songs 2017,Vitamin D,Ludacris,2oN4q66KUcOnWO86FVyctY
2373,Your Top Songs 2017,All Night (feat. Knox Fortune),Chance the Rapper,60xaS8mYBKUW4VQQ666N0T
2374,Your Top Songs 2017,Are You Sure? (feat. Ty Dolla $ign),Kris Kross Amsterdam,0fH86zQcE2CmATQju6WpXv
2375,Your Top Songs 2017,אחרי כל השנים,Omer Adam,0QVMYg6KYgUHXmmvcnpEzH
2376,Your Top Songs 2017,Cocoon,Milky Chance,6acDlNeA06MCVCzsTVGr9V
2377,Your Top Songs 2017,Would You Ever,Skrillex,57p8CBvPOxrvyCbn6ttl5r
2378,Your Top Songs 2017,Ya No Estás Tú,Morat,3GJLlHZdvUYS8j1f30pzwM
2379,Your Top Songs 2017,Deja Vu,J. Cole,6I6NX6tjGsxFAsIfGzY9lJ
2380,Your Top Songs 2018,To My Love - Tainy Remix,Bomba Estéreo,5LciLoxa1gK70yIUeoHgRx
2381,Your Top Songs 2018,Viernes 13,Marcos Menchaca,36ZEFaqp4vVd8VYhvvO4oK
2382,Your Top Songs 2018,Le Encanta,Juan Magán,68pbwCjIAkmNaTYaAfRtHC
2383,Your Top Songs 2018,Te Amo,Piso 21,2RVrdr062uLFxXwIxwdXPH
2384,Your Top Songs 2018,We The Funk,Dillon Francis,3dXWDwSl1Kooi0gPFizIud
2385,Your Top Songs 2018,Es gratis - Acústico,Arnau Griso,0GKlIuZcQCiv8bvWgRNiAb
2386,Your Top Songs 2018,Look Alive (feat. Drake),BlocBoy JB,4qKcDkK6siZ7Jp1Jb4m0aL
2387,Your Top Songs 2018,Sirenas,Taburete,4unOsvr9C2NqI9aJXrxpCy
2388,Your Top Songs 2018,X,Nicky Jam,39N9RPD9MRb5WmoLzNzPeA
2389,Your Top Songs 2018,Apparently,J. Cole,1HNs07uZxZniPNmniw2GTa
2390,Your Top Songs 2018,Madura (feat. Bad Bunny),Cosculluela,0r9d60ZYPAlFHq8qnUtkXN
2391,Your Top Songs 2018,La Vuelta Al Mundo,Calle 13,1jlKdNbOA90rjnt88GJnwO
2392,Your Top Songs 2018,Alone (Feat. Big Sean & Stefflon Don),Halsey,3tbNT2X5tfMIVeUflYbZUZ
2393,Your Top Songs 2018,Paramedic!,SOB X RBE,2tPcTFiQF9MbVUyjZ3zDhA
2394,Your Top Songs 2018,Vuelve,Danny Ocean,4KM3EegQxVIvcihTEjPdRf
2395,Your Top Songs 2018,La mujer que bota fuego (feat. Natalia Jiménez),Manuel Medrano,6w6EINTodc8j0TWtrWHdm2
2396,Your Top Songs 2018,Lucha De Gigantes,Nacha Pop,4nheObMzE4K8AIxIICoLgd
2397,Your Top Songs 2018,God's Plan,Drake,2XW4DbS6NddZxRPm5rMCeY
2398,Your Top Songs 2018,Agua,Jarabe De Palo,5omgFpiMt1CGHjQGfkwzvz
2399,Your Top Songs 2018,Shiver,Coldplay,0qksx8mV28lztYIZ1om8ml
2400,Your Top Songs 2018,Bella,Wolfine,4R55IUi2x7S5ek2SpebOiE
2401,Your Top Songs 2018,No Eres Tú,Jesse Baez,3vd1rLbxCxDTGbxazgW91I
2402,Your Top Songs 2018,Amorfoda,Bad Bunny,3ITvHA9zhZZdBJsOsAUegF
2403,Your Top Songs 2018,Italiana,J-AX,0ptaq4BSl6jrXfGyLzJjYE
2404,Your Top Songs 2018,Belerofón,Taburete,5DtnEeT1991EwbbPDKapB4
2405,Your Top Songs 2018,Baila Morena,Joe Cohen,6qAi3gEqFNnXwr8PPaZO2m
2406,Your Top Songs 2018,Cosas Locas,Danny Romero,0CaAR389dewF3RErTjlc8L
2407,Your Top Songs 2018,פעם בחיים,Omer Adam,189BV5aRdPpDImoLn63zrh
2408,Your Top Songs 2018,Todo se transforma,Jorge Drexler,4YEU9N2XAE0DfUwxWI5ijA
2409,Your Top Songs 2018,Para que el mundo lo vea - Acústico,Arnau Griso,6IukuUL2wwXBMQgbNsBnKK
2410,Your Top Songs 2018,Conmigo,SBM,6IqrsJtJDgb7oULjAi9tJ1
2411,Your Top Songs 2018,Love Lies (with Normani),Khalid,45Egmo7icyopuzJN0oMEdk
2412,Your Top Songs 2018,Marinero,Maluma,6x5LBP3nYXVdIDoomChGr3
2413,Your Top Songs 2018,Te Boté - Remix,Nio Garcia,3V8UKqhEK5zBkBb6d6ub8i
2414,Your Top Songs 2018,Viajar contigo,Alex Ubago,0PUjCqrr5zz6hKJpSPBPYh
2415,Your Top Songs 2018,Amos del Piano Bar,Taburete,1iaEMe2DMl2IrSYtPa1Dht
2416,Your Top Songs 2018,To My Love,Bomba Estéreo,6z1VtU0MCGo666iKiajfhp
2417,Your Top Songs 2018,Sin Tu Piel,Nil Moliner,0RH4P3MmdZPCmMzunrhKRZ
2418,Your Top Songs 2018,Un Hombre Busca a Una Mujer,Diego Boneta,5sVlFU6mZlIGWGUm3S6j9A
2419,Your Top Songs 2018,Abrazos NO Balazos,dj aaron,1LwDUOJ6pSnvoBTxMZnbDI
2420,Your Top Songs 2018,El Gusto Es Mío,Arnau Griso,1r0f1iSg5iNHL0dqlbh7og
2421,Your Top Songs 2018,Usted,Juan Magán,79HTe42PihWUUq4BDjcuCq
2422,Your Top Songs 2018,Youth (feat. Khalid),Shawn Mendes,3Wf2YGdYT8xVdNsQSoRKk9
2423,Your Top Songs 2018,All The Stars (with SZA),Kendrick Lamar,66kQ7wr4d2LwwSjr7HXcyr
2424,Your Top Songs 2018,New Light,John Mayer,3bH4HzoZZFq8UpZmI2AMgV
2425,Your Top Songs 2018,No Quiero Amarte (feat. Zion & Lennox),Justin Quiles,5bITfqKGaPakO1l99hOMsI
2426,Your Top Songs 2018,La Correcta,Nabález,1ISamB2lPDAeKb4Js2hLgq
2427,Your Top Songs 2018,This Is America,Childish Gambino,0b9oOr2ZgvyQu88wzixux9
2428,Your Top Songs 2018,Acapulco,Los 5,2kOPTkqezo1RvOvCgGJT3K
2429,Your Top Songs 2018,La bikina - En vivo,Luis Miguel,1jxO9AwMqYynDsuMWKrPvi
2430,Your Top Songs 2018,Someone Singing Along,James Blunt,4R3f6mYEfSZHrgt3BOWtks
2431,Your Top Songs 2018,No sé nadar - Acústico,Arnau Griso,4SPhhyP7xQhGL224GUKR8g
2432,Your Top Songs 2018,Japonesa,Mau y Ricky,4ZEOsAI4G4F9teRLMJP4y1
2433,Your Top Songs 2018,Buen Viaje,Lágrimas De Sangre,1YqhAObCTtY1fknQfK1h2d
2434,Your Top Songs 2018,Tequila Pa'la Razón,Pedro Capó,1iPNaaePlxFzTJyqpoaaPv
2435,Your Top Songs 2018,Buscándote - Radio Edit,Mike Bahía,06Y4G78xvsbwnwAbsLC01K
2436,Your Top Songs 2018,Mine,Bazzi,6tHWl8ows5JOZq9Yfaqn3M
2437,Your Top Songs 2018,For the F^_^k Of It,Snakehips,6R6MqHPzYvEpLxMMvTU8Fo
2438,Your Top Songs 2018,All Mine,Kanye West,3qnoOm4fwZPBS116f5hpgF
2439,Your Top Songs 2018,Plug Walk,Rich The Kid,6mAz8D1TmlTuef90dbNIiZ
2440,Your Top Songs 2018,Be Right Here,Kungs,6Yk4HTvs1Ww41l4c7iyBlH
2441,Your Top Songs 2018,MANTRA,Sebastian Yatra,6jybmGLqTZMaXLzg1MGQyD
2442,Your Top Songs 2018,Walter Palmeras,Taburete,3RfgNHdynjLIfxDjunNQ1a
2443,Your Top Songs 2018,Your Body Is a Wonderland,John Mayer,7vFv0yFGMJW3qVXbAd9BK9
2444,Your Top Songs 2018,La Vida Sin Ti,Piso 21,1RvL7eHoeUolnQbWm2Hnba
2445,Your Top Songs 2018,Spoil My Night (feat. Swae Lee),Post Malone,5VuxWXbt7XENQCtE9TzpTv
2446,Your Top Songs 2018,To the Moon,KYLE,27mk3uvDP9NnvNVazB3EDs
2447,Your Top Songs 2018,Hey Ya!,Outkast,2PpruBYCo4H7WOBJ7Q2EwM
2448,Your Top Songs 2018,Solita,Ozuna,7rwX0O3RlxqqIjQM8evm5E
2449,Your Top Songs 2018,Work Out,J. Cole,6rbeWjEavBHvX2kr6lSogS
2450,Your Top Songs 2018,La Buena y la Mala,Banda Tierra Sagrada,52RIwrVO4z30hkTsSWOYyL
2451,Your Top Songs 2018,Culpables,Manuel Turizo,3RD0PGolM0mETGHaprwgMn
2452,Your Top Songs 2018,Baila Toma,"Osmani Garcia ""La Voz""",1VUm0rdXGDjAOApxFxGFJ4
2453,Your Top Songs 2018,Madame Ayahuasca,Taburete,4xOZVG78jBiZtwZj6SUkhR
2454,Your Top Songs 2018,Nonstop,Drake,0TlLq3lA83rQOYtrqBqSct
2455,Your Top Songs 2018,Por Perro,Sebastian Yatra,1XM5PgxjpYcF0JuE9nfUbS
2456,Your Top Songs 2018,Aunque no te pueda ver,Alex Ubago,2425UlXvkIkAEJAtAd8ROm
2457,Your Top Songs 2018,Sentir,Beret,3vWlnZninUuZlziUFepx29
2458,Your Top Songs 2018,Sam Tabaat Aleha,דודו אהרון,3Lfnd2JWZNWdNpJ3BXXQPA
2459,Your Top Songs 2018,Prometo,Pablo Alborán,4Wc0FFBjYDVNJ3Zx3fck6s
2460,Your Top Songs 2018,ATM,J. Cole,2UciqgwVDwro0fev3MFbxJ
2461,Your Top Songs 2018,Sanctify,Olly Alexander (Years & Years),7gbpozqwdFoqvv19BTk2hu
2462,Your Top Songs 2018,Lamento Boliviano,Los Enanitos Verdes,62FQCSvSUSG3m9uajVkvWe
2463,Your Top Songs 2018,Another Sad Love Song,Khalid,52Qu0no0NBho3zyRmjlsHn
2464,Your Top Songs 2018,La Mujer Perfecta,KURT,0mAGeks6ns4FZWBPkjD9HR
2465,Your Top Songs 2018,Nice For What,Drake,1cTZMwcBJT0Ka3UJPXOeeN
2466,Your Top Songs 2018,A Partir De Hoy,David Bisbal,7ojH6H4wE6XJNgzU4uvNc8
2467,Your Top Songs 2018,Te lo juro - Acústico,Arnau Griso,5T28d6NbnAwpwQ1Guvq8YO
2468,Your Top Songs 2018,waves - Tame Impala Remix,Miguel,3lB0GMiI5KxDbTOG8V3bOx
2469,Your Top Songs 2018,La Modelo,Ozuna,2m2ZGfJcs3lHWNPzhWH3XH
2470,Your Top Songs 2018,Ghost Town,Kanye West,6Bg7MznA9X0dIhlAsLyBYj
2471,Your Top Songs 2018,Cuerda al corazón,Pablo Alborán,5BYy9BCGHZ7L0cHbNC0uy3
2472,Your Top Songs 2018,Fire Squad,J. Cole,4Tjh34RS4ACZ6f6srlDBg8
2473,Your Top Songs 2018,Baile De Los Pobres,Calle 13,6sKKGGCuMDKiP9HProsMah
2474,Your Top Songs 2018,Adiós Amor,Christian Nodal,63bmZnBN1CiJ9sA4qTEe8y
2475,Your Top Songs 2018,Kol Habanot,דודו אהרון,0RArGwu8vt5cSPHCZPoEPv
2476,Your Top Songs 2018,Estamos Bien,Bad Bunny,7glCSQqV5o6NU88Cn4zPZn
2477,Your Top Songs 2018,No Hay Nadie Más,Sebastian Yatra,0U8WdltGpu3OC0ma9yLmjX
2478,Your Top Songs 2018,Kimat Shehitragalti,Rotem Cohen,26aSSZiB1HQrIF76ywhwzE
2479,Your Top Songs 2018,This Way - From SUPERFLY - Original Soundtrack,Khalid,6fbYL76UWbHdYq4B91TPQi
2480,Your Top Songs 2019,Hookah & Sheridan s,Tommy Boysen,3QfD4bxxkopZL7XZ8RaezH
2481,Your Top Songs 2019,Swing (Bonus Track),Danny Ocean,5zUGr7GcNo7UNjvkNYkjiH
2482,Your Top Songs 2019,Antes de Morirme (feat. Rosalía),C. Tangana,7aFBy1CBLGnZE1Iv6TvEZE
2483,Your Top Songs 2019,Ni Gucci Ni Prada,Kenny Man,32lexhcz93AinKK0qLTZaZ
2484,Your Top Songs 2019,Superposition,Young the Giant,3LG7mtWGvsOdo9s3EWKZbA
2485,Your Top Songs 2019,Pa Mí - Remix,Dalex,224EVTFiLsdQignUFLvDeH
2486,Your Top Songs 2019,Déjate Querer,Lalo Ebratt,3mN2DtljBhnrIpc3Nu2pJ8
2487,Your Top Songs 2019,Ráptame,Reik,0I6syWcqSUsZ3sXJEOIGsj
2488,Your Top Songs 2019,Wave(s),Lewis Del Mar,3TTVgqpcMhzeymFY0OJ4Ia
2489,Your Top Songs 2019,Duele Amarte Así (feat. Pedro Capó),Matisse,3NKeZuT6hzbC6a5cJ6F5te
2490,Your Top Songs 2019,Still Beating,Mac DeMarco,2N4idqj9TT3HnH2OFT9j0v
2491,Your Top Songs 2019,Mocca - Remix,Lalo Ebratt,1usoXi4f0BnMART4uActEA
2492,Your Top Songs 2019,Un Año,Sebastian Yatra,5BDP2tky8oMQJPS33frKVp
2493,Your Top Songs 2019,High,Rawayana,2vg16RThWkdrrohdk4wq25
2494,Your Top Songs 2019,Freaking Out the Neighborhood,Mac DeMarco,25SJaCCPiosugnlY53VhRG
2495,Your Top Songs 2019,אוהבת אותי אמיתי,Omer Adam,6oIov5sfpCAgi8EAO8VjOu
2496,Your Top Songs 2019,Que Somos,Rauw Alejandro,5FXARQTlf6UwUVuIS60Vn2
2497,Your Top Songs 2019,Solo de Mi,Bad Bunny,5YOkA7qd2983FtBQnP8sYx
2498,Your Top Songs 2019,Salad Days,Mac DeMarco,4keAoywVf4jxRvXU7ON0hV
2499,Your Top Songs 2019,Romeo,Taylor Diaz,6kzcvpuGlKGJ4G29UHilYF
2500,Your Top Songs 2019,Que Mas Pues - Remix,Sech,7fODjB7BrQTGqh0hogW6XD
2501,Your Top Songs 2019,Unbearably White,Vampire Weekend,2FjoCQaBoiEKs3FCvD0HkR
2502,Your Top Songs 2019,Ventanilla,Chukky,2b9vKFeg5Wz7mM4HfUbqJS
2503,Your Top Songs 2019,Camisas,Axel Catalán,4bPDQnPfnlZswRb6EdUaUe
2504,Your Top Songs 2019,Loquita,Sartiboy,0A2xQwNT0IS1XnaAaH1CHK
2505,Your Top Songs 2019,Adan y Eva,Paulo Londra,6FyRXC8tJUh863JCkyWqtk
2506,Your Top Songs 2019,Sonreír - Versión Acústica,KURT,6bK1Dzmy41YKrGVitOejNu
2507,Your Top Songs 2019,Ella Quiere Beber - Remix,Anuel AA,3f5lA8nnc4YYF1qf78WpHw
2508,Your Top Songs 2019,אז הלכתי,Omer Adam,35dS46MyfnwQhFJVPP9dO2
2509,Your Top Songs 2019,La trama y el desenlace,Jorge Drexler,563EHELbGcAwXlAHbWmK3f
2510,Your Top Songs 2019,Tal Vez,Paulo Londra,46lvmzK8wxAy66tjzXXSh0
2511,Your Top Songs 2019,Los Amantes,Axel Catalán,33tSCcSDqVM0oWFGtcfwYQ
2512,Your Top Songs 2019,Veneno,Danny Ocean,19vrzibX1lFlT2V2ToVQkv
2513,Your Top Songs 2019,Live That Long,Lewis Del Mar,4WBXTnzVmz3Thn76w3rYUR
2514,Your Top Songs 2019,Otro Trago,Sech,1Ej96GIBCTvgH7tNX1r3qr
2515,Your Top Songs 2019,Ophelia,The Lumineers,5NORWMFC27ywGSZxi8uquP
2516,Your Top Songs 2019,Babylon Girl,Danny Ocean,3tNLmkH3I7VYP0wi6pxJtN
2517,Your Top Songs 2019,Carmesí,Vicente Garcia,3fk5fBFB27GbWGATdBpOgr
2518,Your Top Songs 2019,Forever Alone,Paulo Londra,5NPzbTzFxIQPaheZuPhn4f
2519,Your Top Songs 2019,Long Lost Sunday Morning,Tep No,0mE22UPAPbwQaTmxMOlpaH
2520,Your Top Songs 2019,How To Fly,Sticky Fingers,3jAoLij05OiNndX2XlSRdS
2521,Your Top Songs 2019,כפרה שלי,Ravid Plotnik,5YM3SNUS2moZ7WX2PXstQA
2522,Your Top Songs 2019,Caliente,Darell,4pN7yDeBmmAud5lBtuCsVs
2523,Your Top Songs 2019,No Te Enamores,Paloma Mami,0EJu1RBtxzldMG2peczuPv
2524,Your Top Songs 2019,Dulcito e Coco - Recorded at Spotify Studios NYC,Vicente Garcia,3hQR682FLOBZg22eYjPA6L
2525,Your Top Songs 2019,Wait,NoMBe,2YyXqxmz1Xw4jBau3rARoc
2526,Your Top Songs 2019,See You Again (feat. Kali Uchis),"Tyler, The Creator",7KA4W4McWYRpgf0fWsJZWB
2527,Your Top Songs 2019,Pink + White,Frank Ocean,3xKsf9qdS1CyvXSMEid6g8
2528,Your Top Songs 2019,NI BIEN NI MAL,Bad Bunny,278kSqsZIiYp8p3QjYAqa8
2529,Your Top Songs 2019,Light up for You,LOYAL,0zehDaqqfHz4zLWro5qUTh
2530,Your Top Songs 2019,Same Team (feat. Stefflon Don),Labrinth,7Db4ViXHhXYznDDRdfX2VB
2531,Your Top Songs 2019,Perdóname,Mau y Ricky,7xC6lsS3oaZNm2TzMRaoOu
2532,Your Top Songs 2019,"Puerto Cabezas, NI",Lewis Del Mar,6IexNWMbsvI5x0T0CQX3yT
2533,Your Top Songs 2019,Sunflower (feat. Steve Lacy),Vampire Weekend,53KFMdxzi8IJDewiql1Qo3
2534,Your Top Songs 2019,Ride or Die (feat. Foster the People),The Knocks,38Zr5Q5O5o6CYaioIRHSqL
2535,Your Top Songs 2019,Tirate Un Paso - Remix,Tayl G,5clah8Zb4AnDd6BGbra3w8
2536,Your Top Songs 2019,My Kind of Woman,Mac DeMarco,2OFrAsP5Vrcb0DtsPNsm54
2537,Your Top Songs 2019,This Life,Vampire Weekend,4dRqYKhLVujxiBXcq50YzG
2538,Your Top Songs 2019,Stay,RIZ LA VIE,6Yx7XlialfM3sY4zeSORoA
2539,Your Top Songs 2019,La Luna,Jósean Log,3ZbbcpcCcgsWjTNVRzVZ5c
2540,Your Top Songs 2019,My Trigger,Miike Snow,5G1RhMTSAzFSmTkeUbKlBF
2541,Your Top Songs 2019,Harmony Hall,Vampire Weekend,39exKIvycQDgs4T6uXdyu0
2542,Your Top Songs 2019,Empiezo a Caer,Mau y Ricky,15P95UWBRfUDrB9Ok8AKtu
2543,Your Top Songs 2019,Breaking Down,The Black Keys,4s7DGDyfSty3AS71Xrtt1D
2544,Your Top Songs 2019,Good Nights (feat. Mascolo),Whethan,36fRbuu9QkKVDR1j7jTI2U
2545,Your Top Songs 2019,Cough Syrup,Young the Giant,1UqhkbzB1kuFwt2iy4h29Q
2546,Your Top Songs 2019,Lo Quiero Todo,Macaco,6gpLTvmHWj12Z03hFgixkH
2547,Your Top Songs 2019,Chamber Of Reflection,Mac DeMarco,1MJ5f5EYBC92ADD6xcz7nb
2548,Your Top Songs 2019,Sympathy,Vampire Weekend,2YegRTu9IjiUg4VWfnXyM3
2549,Your Top Songs 2019,Halcyon Birds,Broken Back,1WC2ctyzNjpgkhF0dplias
2550,Your Top Songs 2019,Never Go Back,Dennis Lloyd,2QrXzOqLCVDRZHkToA0tSR
2551,Your Top Songs 2019,Almost (Sweet Music),Hozier,7nDYw1nNAW4dAqgmW2W3tq
2552,Your Top Songs 2019,Junk Of The Heart (Happy),The Kooks,2jZgzSxNSg1hTCq0ewWHGJ
2553,Your Top Songs 2019,So Young,Portugal. The Man,4SNtyKNyYJ8ERT7YLlnFBr
2554,Your Top Songs 2019,Soldi,Mahmood,4szQkW1CDHqbRZGltXJdd3
2555,Your Top Songs 2019,Beso,Jósean Log,4PpuZIMmeng6qPicveSI22
2556,Your Top Songs 2019,Goodie Bag,Still Woozy,297rZsBEjFw9d0Gl3iBLnd
2557,Your Top Songs 2019,תסביכים,Moshiko Mor,2fyFuFMDVnaXX2tTMjBfgk
2558,Your Top Songs 2019,DM,The Rudeboyz,3vdb5GCE9MRsRcHf3t8UdQ
2559,Your Top Songs 2019,Genghis Khan,Miike Snow,6MDijuuArPJv1vbp7K1x3f
2560,Your Top Songs 2019,Brazil,Declan McKenna,4sNG6zQBmtq7M8aeeKJRMQ
2561,Your Top Songs 2019,Nice and Slow - EP Version,Max Frost,49FF92uImAUfwgmoJMSwGQ
2562,Your Top Songs 2019,יעשו לנו כבוד,Omer Adam,2VsihNYeb8uCaxmpr7L0GZ
2563,Your Top Songs 2019,BLACKJACK,Aminé,6U9OkV9oa8kN8LyBGf3wvJ
2564,Your Top Songs 2019,Shot Down,Khalid,1Ob94QesoxHSBrypyBbdfd
2565,Your Top Songs 2019,Secreto,Anuel AA,5W83ErFkO3aKAIS1WMi6u0
2566,Your Top Songs 2019,בחורים טובים,Omer Adam,4o5HjO6mxTkzYZKuthUeHT
2567,Your Top Songs 2019,Hometown Girl,ZHU,56sviXwQiSHeCT7lHRxwuS
2568,Your Top Songs 2019,No Todavía,Kenny Man,1GbEE9qAmGaZ1uO78xPiMC
