,Track,Track_ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,tempo,id,duration_ms,Cluster
1070,Last Train to London,6xE6ZWzK1YDDSYzqOCoQlz,0.727,0.537,7,-9.785,1,0.0295,0.396,0.000789,0.349,121.493,6xE6ZWzK1YDDSYzqOCoQlz,270067,0
1071,Last Train to London,6xE6ZWzK1YDDSYzqOCoQlz,0.727,0.537,7,-9.785,1,0.0295,0.396,0.000789,0.349,121.493,6xE6ZWzK1YDDSYzqOCoQlz,270067,0
1072,Gilded Cage,4ePUfaXtRkd3Oi25b8OSMA,0.634,0.713,5,-10.892,1,0.0314,0.0267,0.349,0.107,133.292,4ePUfaXtRkd3Oi25b8OSMA,260000,0
1073,Get Closer,4MEadO3tY6PM6jksMMMkYY,0.703,0.646,2,-9.147,1,0.025,0.0256,0.0024,0.362,111.156,4MEadO3tY6PM6jksMMMkYY,214693,1
1074,Dont Be Cold (In the Summer of Love) [Rayko Edit],30A8oYgbuFl8hh1dhhoAAI,0.627,0.884,4,-9.075,0,0.0352,0.0147,0.762,0.0397,110.003,30A8oYgbuFl8hh1dhhoAAI,528000,2
1075,Feel Alright,1kZklN5swy3NGwOf5NTICP,0.604,0.794,4,-5.58,0,0.0394,0.00696,0.121,0.067,105.992,1kZklN5swy3NGwOf5NTICP,244459,1
1076,Feel Alright,1kZklN5swy3NGwOf5NTICP,0.604,0.794,4,-5.58,0,0.0394,0.00696,0.121,0.067,105.992,1kZklN5swy3NGwOf5NTICP,244459,1
1077,"Silent Smiles (12\"" Version)",46TQSrmIs0RZcP6y1mR7nI,0.63,0.824,7,-10.128,1,0.0374,0.0154,0.5,0.035,117.213,46TQSrmIs0RZcP6y1mR7nI,405120,2
1078,Acapulco Nights - Vocal Version,0LjF8eWiDhDa2lhmv6AnmX,0.79,0.657,1,-8.293,1,0.0497,0.052,0.668,0.0767,109.456,0LjF8eWiDhDa2lhmv6AnmX,465987,2
1079,Only One Night,1mWCNpHe9suX3HMdofr9tT,0.63,0.867,11,-7.276,0,0.0322,0.00531,0.408,0.0726,121.634,1mWCNpHe9suX3HMdofr9tT,355453,0
1080,African Man,0OQ3pj1n8MYt7NKJaTQVRE,0.822,0.847,9,-6.565,0,0.0397,0.136,0.29,0.0377,107.705,0OQ3pj1n8MYt7NKJaTQVRE,397688,2
1081,Old Pro - Vocal Mix,59HDxs0XtQ5bN3FgU5GlJJ,0.693,0.738,9,-9.224,0,0.0423,0.057,0.714,0.101,110.007,59HDxs0XtQ5bN3FgU5GlJJ,314182,0
1082,Warrior,6MBpJbyFImBNsdRVExZSMf,0.786,0.679,9,-6.494,0,0.0311,0.0702,0.00224,0.114,109.972,6MBpJbyFImBNsdRVExZSMf,356471,0
1083,Warrior,6MBpJbyFImBNsdRVExZSMf,0.786,0.679,9,-6.494,0,0.0311,0.0702,0.00224,0.114,109.972,6MBpJbyFImBNsdRVExZSMf,356471,0
1084,Strangelove,4dEhXt7lcGe48IcM0kUl7N,0.565,0.968,4,-2.9,0,0.0373,0.0179,0.00323,0.39,118.806,4dEhXt7lcGe48IcM0kUl7N,226133,1
1085,Perfect Stranger - Cosmo Vitelli Remix,2vPhXCtIxwQXUi4ZBI2tWN,0.852,0.655,2,-10.844,1,0.0735,0.000251,0.867,0.0707,113.998,2vPhXCtIxwQXUi4ZBI2tWN,404817,2
1086,It's My Life - 1997 Remaster,4jhsuQCUCJKA5f0bXb6XdJ,0.627,0.802,0,-8.432,1,0.0348,0.197,0.784,0.404,126.283,4jhsuQCUCJKA5f0bXb6XdJ,232400,1
1087,It's My Life - 1997 Remaster,4jhsuQCUCJKA5f0bXb6XdJ,0.627,0.802,0,-8.432,1,0.0348,0.197,0.784,0.404,126.283,4jhsuQCUCJKA5f0bXb6XdJ,232400,1
1088,(I Just) Died In Your Arms,4ByEFOBuLXpCqvO1kw8Wdm,0.625,0.726,11,-11.402,0,0.0444,0.0158,0.000169,0.0625,124.945,4ByEFOBuLXpCqvO1kw8Wdm,280400,0
1089,Just an Illusion,4QT3YKobBj4BI7xCYRLr9u,0.752,0.548,11,-10.532,0,0.0329,0.295,0.115,0.0582,105.125,4QT3YKobBj4BI7xCYRLr9u,387867,2
1090,"Vuela, Vuela (Voyage, Voyage)",7eixQByCJopX0OnvowhKQ3,0.664,0.621,5,-15.529,0,0.0311,0.000429,0.00431,0.0538,124.45,7eixQByCJopX0OnvowhKQ3,260680,0
1091,Self Control,3P1s7wa7vYgHSrJHVb19Zz,0.784,0.718,4,-8.473,0,0.0307,0.0691,1.02e-05,0.571,107.195,3P1s7wa7vYgHSrJHVb19Zz,238493,1
1092,Gloria,6C7D4dcAmKlLawHaAONDJ3,0.748,0.923,4,-3.165,1,0.057,0.0801,0.0,0.423,131.76,6C7D4dcAmKlLawHaAONDJ3,262733,0
1093,Happy Station,4peMUbevRAvsj1psIWlDL8,0.759,0.739,10,-11.915,1,0.0415,0.0434,0.68,0.508,119.644,4peMUbevRAvsj1psIWlDL8,434773,2
1094,Unexpected Lovers - Remix,5KgOt5nH2F4tey2LUsXhKR,0.635,0.774,5,-9.346,0,0.0463,0.00138,0.643,0.0671,127.979,5KgOt5nH2F4tey2LUsXhKR,444507,2
1095,Passion,1NXvMzcaELhxVOo87LUXYd,0.859,0.673,9,-11.141,1,0.0323,0.00796,0.138,0.117,119.406,1NXvMzcaELhxVOo87LUXYd,303700,0
1096,Belfast,54L7DlI80lfZaFnqE4DyJE,0.729,0.66,0,-12.392,1,0.0472,0.00989,0.0,0.104,130.786,54L7DlI80lfZaFnqE4DyJE,210533,1
1097,Daddy Cool,702Xo5V8OhlY2cQEczCT2j,0.753,0.632,5,-12.476,0,0.0381,0.251,0.64,0.228,124.702,702Xo5V8OhlY2cQEczCT2j,206093,1
1098,"Hypnotic Tango - Original 12"" Version",3L1bBpBTa1SmGivOhR6DID,0.737,0.586,0,-10.219,0,0.042,0.0605,0.515,0.0632,119.364,3L1bBpBTa1SmGivOhR6DID,369084,2
1099,Hey Hey Guy,2VufRiKUiJZ09lnqd23w8F,0.751,0.842,9,-7.99,0,0.0346,0.0124,0.00688,0.0359,126.453,2VufRiKUiJZ09lnqd23w8F,456587,2
1100,Shanghai,3rYtuduzAfXKnX3gx7edjd,0.824,0.573,7,-8.891,1,0.0311,0.0762,0.019,0.0568,110.274,3rYtuduzAfXKnX3gx7edjd,320373,0
1101,Slice Me Nice - Extended Version,1ea0eCLCoTNO1JNDYYs6qn,0.734,0.945,5,-7.378,0,0.0333,0.067,0.234,0.132,121.01,1ea0eCLCoTNO1JNDYYs6qn,326360,0
1102,Happy Children,1IxxOTWNmoauiKyIoq5H0U,0.912,0.936,0,-7.81,0,0.0447,0.0882,0.238,0.0563,113.269,1IxxOTWNmoauiKyIoq5H0U,354013,0
1103,Lady Of Ice,2TxkSJ6lU75AlWFSESWSZb,0.58,0.937,10,-5.344,1,0.0353,0.0127,0.000729,0.0928,121.985,2TxkSJ6lU75AlWFSESWSZb,180027,1
1104,The Night,4orkx4Ix20VVK62YbJUHiZ,0.738,0.694,1,-7.385,1,0.0275,0.0908,0.00158,0.12,110.65,4orkx4Ix20VVK62YbJUHiZ,345627,0
1105,Fotonovela,437MUs4kWnpM79CIwCHiRP,0.683,0.568,9,-11.339,0,0.0337,0.0315,0.126,0.0802,119.8,437MUs4kWnpM79CIwCHiRP,275720,0
1106,"Only One Night - 12"" Version",6ITqWBRiCntAtejoFym8kl,0.673,0.74,11,-11.966,0,0.0361,0.00585,0.189,0.0497,121.625,6ITqWBRiCntAtejoFym8kl,354000,0
1107,Aliens (Album Version),7JDer4vm01Beeh3wlconLz,0.577,0.909,10,-8.171,0,0.0354,0.012,0.000425,0.0658,99.14,7JDer4vm01Beeh3wlconLz,252373,0
1108,"Talking To The Night (7\"" Version)",5aFxPcvxsfjMVPu2nPVhlp,0.73,0.93,0,-7.409,0,0.0336,0.16,0.00294,0.0485,108.73,5aFxPcvxsfjMVPu2nPVhlp,262640,0
1109,Talking To The Night,0d5PVS3zL1TmLU8a21hNOy,0.707,0.88,0,-9.297,0,0.0344,0.0652,0.000818,0.0426,108.715,0d5PVS3zL1TmLU8a21hNOy,353213,0
1110,Another Life - Original,6Yo813UNQqb04YoU1wYz5e,0.687,0.661,9,-13.11,0,0.0275,0.0147,0.0449,0.216,114.817,6Yo813UNQqb04YoU1wYz5e,432080,2
1111,Challenger,4DXJH7JUmaZ6qjQBEcUegh,0.9,0.61,0,-9.522,1,0.0373,0.252,8.26e-05,0.176,117.547,4DXJH7JUmaZ6qjQBEcUegh,317880,0
1112,You're a Woman,7J5B4k0AT8KIoV5KiUa4o7,0.737,0.308,0,-12.438,0,0.0426,0.0296,0.000507,0.313,118.218,7J5B4k0AT8KIoV5KiUa4o7,321840,0
1113,Tarzan Boy,273uCXd7NPrInaiNqtkOrA,0.684,0.573,5,-12.3,1,0.0261,0.318,0.028,0.306,107.363,273uCXd7NPrInaiNqtkOrA,378947,2
1114,Lobo-hombre en París,3M1H1CWjrSq7nxABHc8EXv,0.637,0.95,9,-7.547,1,0.0736,0.0388,0.000138,0.0529,146.29,3M1H1CWjrSq7nxABHc8EXv,233267,1
1115,Tonight,0u4IYwUbmgn2YASsBmouFR,0.731,0.647,0,-7.68,1,0.0347,0.0153,0.293,0.142,122.224,0u4IYwUbmgn2YASsBmouFR,229125,1
1116,Sour (Vanzetti & Sacco Remix),0J2IN1CNTMI6oiLroA18PA,0.59,0.532,5,-14.233,0,0.0313,1.26e-05,0.78,0.374,120.99,0J2IN1CNTMI6oiLroA18PA,311969,0
1117,One More Time - Generation Mix,0DIKscryUiNWbNhtXdeBmW,0.7,0.487,7,-11.933,0,0.0469,0.0228,0.0065,0.0483,117.991,0DIKscryUiNWbNhtXdeBmW,445429,2
1118,Computer (In My Mind) - Original Version,4RNDcBUGtO3xb6fz8XJ7Dk,0.634,0.963,10,-9.375,0,0.0557,0.114,0.369,0.145,108.646,4RNDcBUGtO3xb6fz8XJ7Dk,354168,0
1119,Sayonara - Original Version,1aGwYOsxQR0KupqEP7kJnW,0.7,0.792,6,-7.165,1,0.0362,0.0162,0.644,0.0567,105.15,1aGwYOsxQR0KupqEP7kJnW,352480,0
1120,Disco Band,0776snw9cIkdXSuNRjlZf3,0.796,0.639,5,-9.599,0,0.0306,0.136,0.00104,0.0828,112.832,0776snw9cIkdXSuNRjlZf3,300840,0
1121,Feel The Drive - Vocal Version,6e19bLwEClDtNBwTT29j2d,0.806,0.655,4,-8.897,0,0.109,0.209,0.00222,0.109,115.411,6e19bLwEClDtNBwTT29j2d,351947,0
1122,Faces - Original Extended Version,4vvIxUgo2iBvJEv8EIubpc,0.75,0.745,9,-8.543,0,0.0352,0.0832,0.0454,0.0515,119.389,4vvIxUgo2iBvJEv8EIubpc,347167,0
1123,We Can Go Everywhere - Radio Version,27ddkpCTYvnfYZVZPPRKY5,0.727,0.536,1,-11.527,1,0.0446,0.0348,0.887,0.595,122.007,27ddkpCTYvnfYZVZPPRKY5,214426,1
1124,Vamos a la Playa - 1983,3iB7lzsBC7PdJLU9k2nttT,0.944,0.73,9,-9.527,0,0.0457,0.162,0.000699,0.114,128.967,3iB7lzsBC7PdJLU9k2nttT,217327,1
1125,Love in Siberia - 2009 - Remaster,3yNi5wPnN84O8dKL9yoQEF,0.595,0.852,4,-7.951,0,0.0366,0.0188,1.27e-06,0.331,114.908,3yNi5wPnN84O8dKL9yoQEF,221013,1
1126,Last Summer - Radio Edit,6sllRjUulefFIY19LWN4nv,0.668,0.914,11,-7.538,1,0.0402,0.259,0.407,0.0854,104.737,6sllRjUulefFIY19LWN4nv,218462,1
1127,Mad Desire,272QImribMRkkfmxlSUo9y,0.558,0.86,5,-7.105,0,0.0435,0.0579,0.311,0.349,98.12,272QImribMRkkfmxlSUo9y,244533,1
1128,Crockett's Theme,0zqFvcYe1NO22frNnsGbqw,0.523,0.554,7,-15.53,0,0.048,0.0242,0.893,0.0951,195.879,0zqFvcYe1NO22frNnsGbqw,195733,1
1129,Helpless (You Took My Love),2OfwzdvWzx1P01qS0WqUmk,0.801,0.689,2,-7.314,1,0.0318,0.026,0.683,0.126,117.777,2OfwzdvWzx1P01qS0WqUmk,464400,2
1130,One More Time - Original Extended Version,2TAAqUZiaMalriRHWoJ7FN,0.728,0.582,7,-8.885,1,0.0509,0.0587,0.0303,0.173,120.934,2TAAqUZiaMalriRHWoJ7FN,306390,0
1131,Do It Again Meets Billy Jean - Original Edit Mix,0ajOVrTsuBM0O8epg683ot,0.826,0.531,6,-8.535,1,0.0402,0.345,0.013,0.1,116.556,0ajOVrTsuBM0O8epg683ot,320907,0
1132,Ventisette,4adBEEIG70VpXcrcvxXpx0,0.807,0.847,5,-6.223,0,0.0325,0.0119,0.0731,0.807,120.998,4adBEEIG70VpXcrcvxXpx0,252018,0
1133,Red For Love,2L0qNoZ7lti4mfuvVewZHU,0.833,0.801,9,-7.016,0,0.0432,0.0421,0.195,0.233,123.418,2L0qNoZ7lti4mfuvVewZHU,327640,0
1134,Strangers from the Light,409xiF4XnDSfJMV9GxZ88a,0.659,0.842,6,-6.396,0,0.0307,0.00892,0.915,0.0816,123.254,409xiF4XnDSfJMV9GxZ88a,200724,1
1135,Leave Me Alone - Italoconnection Remix,0W63ogY62AYR6tiPPtwrgu,0.617,0.667,4,-5.654,0,0.0336,6.71e-06,0.728,0.156,125.01,0W63ogY62AYR6tiPPtwrgu,402640,2
1136,Everybody,2LFWmRvV477gbRv47VeMiQ,0.655,0.784,4,-4.81,0,0.0277,0.0407,0.00121,0.0719,110.272,2LFWmRvV477gbRv47VeMiQ,258987,0
1137,Dont Stop - Hi NRG Remix,6hxzWZFNcWAqlM8CHxLqiW,0.781,0.864,10,-8.663,0,0.0356,0.012,0.223,0.0916,120.005,6hxzWZFNcWAqlM8CHxLqiW,414000,2
1138,Love Is Like a Game - Original Extended Version,1En1yNCYXsBi6Flt2atuwz,0.77,0.844,10,-8.975,1,0.0419,0.0971,0.0694,0.127,110.434,1En1yNCYXsBi6Flt2atuwz,378619,2
1139,Tokyo Town,0oj2KrkWJtqUXptXQje1et,0.705,0.864,7,-6.875,1,0.0266,0.0113,2e-06,0.22,119.923,0oj2KrkWJtqUXptXQje1et,243533,1
1140,Heartflash (Tonight),1nTYkNjiK8SlCSzIyC1y9J,0.74,0.906,0,-6.146,0,0.0364,0.0117,0.266,0.0832,121.126,1nTYkNjiK8SlCSzIyC1y9J,361547,0
1141,"Get Up, Action",4P6xOvjeEI9LflUgtrn2TY,0.778,0.618,11,-5.905,0,0.0451,0.00173,0.842,0.273,123.519,4P6xOvjeEI9LflUgtrn2TY,281947,0
1142,Reloved,0fhSkR64tbnbNOOiOXPq7S,0.616,0.871,5,-6.75,1,0.0596,0.0044,0.0303,0.564,116.338,0fhSkR64tbnbNOOiOXPq7S,530000,2
1143,Get a Little,1r9Z48hDzySVaxEbuPHKch,0.769,0.681,10,-7.518,0,0.0397,0.0186,0.0,0.537,116.958,1r9Z48hDzySVaxEbuPHKch,365347,2
1144,Under the Sun - Italo Remix,2bQEp1rWr82kmsCZAzwjBr,0.594,0.812,0,-11.387,1,0.0344,0.00453,0.688,0.293,112.983,2bQEp1rWr82kmsCZAzwjBr,326880,0
1145,Agent Of Liberty,4jELTX7nC1NwdqFpJow5ub,0.634,0.835,1,-7.05,0,0.0297,0.0104,0.0312,0.0589,127.389,4jELTX7nC1NwdqFpJow5ub,264333,0
1146,Operator (DJ Koze's Disco Edit),199KAuW2LhFNdshdu8A8Da,0.756,0.698,11,-7.963,0,0.0459,0.00687,0.00972,0.655,120.029,199KAuW2LhFNdshdu8A8Da,308000,0
1147,Only You - Frankie Francis Disco Jam Edit,5TJWMwOEXLxPsQsdO17QX9,0.821,0.816,9,-6.623,0,0.0929,0.0428,0.0764,0.11,118.341,5TJWMwOEXLxPsQsdO17QX9,470864,2
1148,Estrechez De Corazón,4oR2kX5BI50GBnQGRdRRsM,0.656,0.781,8,-7.657,0,0.036,0.00661,7.57e-06,0.0926,130.28,4oR2kX5BI50GBnQGRdRRsM,298227,0
1149,No Huyas de Mi,4Zt2Sl24XNWTMOUhJNDwdx,0.642,0.697,5,-6.807,1,0.0368,0.0244,1.56e-06,0.112,144.185,4Zt2Sl24XNWTMOUhJNDwdx,241733,1
1150,Entre dos tierras,7BYqVvoXpQFhs4jJ0qqNZt,0.458,0.746,11,-9.444,0,0.0318,0.0351,0.0,0.172,166.095,7BYqVvoXpQFhs4jJ0qqNZt,368320,2
1151,De Música Ligera (SEP7IMO DIA),0v1p6H03NUVHhOu3nXD7GC,0.581,0.792,2,-6.462,1,0.0356,0.00934,0.0251,0.11,123.912,0v1p6H03NUVHhOu3nXD7GC,349027,0
1152,Lobo-hombre en París,2hConpLOB6gmyM8vDkVOof,0.602,0.952,9,-5.195,1,0.0628,0.0162,4.92e-05,0.112,146.287,2hConpLOB6gmyM8vDkVOof,232160,1
1153,Viento,6QJCZyJv1fhkCyZA3lRoAD,0.586,0.855,11,-5.947,0,0.0327,0.304,0.0,0.129,124.917,6QJCZyJv1fhkCyZA3lRoAD,236333,1
1154,Do You Wanna Funk?,1S7VWDpdcFFzNVg6ZQNpRg,0.803,0.633,6,-5.963,1,0.0359,0.0195,0.00011,0.4,130.435,1S7VWDpdcFFzNVg6ZQNpRg,263027,0
1155,Got To Have Loving,18NkFjELXavJjy1MdFgxfp,0.618,0.808,9,-5.812,0,0.042,0.0224,0.00392,0.279,124.286,18NkFjELXavJjy1MdFgxfp,499000,2
1156,Can't Stop Dancing,18lDpwD0Cl4u7JSIvhRemi,0.784,0.758,1,-9.876,1,0.0374,0.0108,1.31e-06,0.066,130.218,18lDpwD0Cl4u7JSIvhRemi,463547,2
1157,I Wanna Be Your Lover,4yrM5BVyJzy5Ed4GPO6e8j,0.812,0.507,1,-8.825,0,0.0452,0.0399,0.0831,0.0671,114.832,4yrM5BVyJzy5Ed4GPO6e8j,347667,0
1158,Don't You Want Me,3L7RtEcu1Hw3OXrpnthngx,0.731,0.738,9,-8.125,0,0.0377,0.184,0.0,0.214,117.656,3L7RtEcu1Hw3OXrpnthngx,236920,1
1159,Don't You Want Me,3L7RtEcu1Hw3OXrpnthngx,0.731,0.738,9,-8.125,0,0.0377,0.184,0.0,0.214,117.656,3L7RtEcu1Hw3OXrpnthngx,236920,1
1160,Don't You Want Me,3L7RtEcu1Hw3OXrpnthngx,0.731,0.738,9,-8.125,0,0.0377,0.184,0.0,0.214,117.656,3L7RtEcu1Hw3OXrpnthngx,236920,1
1161,Paris Latino - Original Version 1983,3LCup59DMpM3r6fwQsZMYs,0.774,0.683,11,-7.432,0,0.137,0.109,0.00404,0.0853,114.976,3LCup59DMpM3r6fwQsZMYs,241830,1
1162,Take A Chance,0KoyYHBXh8cFC2xHjxz57f,0.766,0.446,2,-12.813,1,0.0659,0.0107,0.000169,0.062,129.139,0KoyYHBXh8cFC2xHjxz57f,338800,0
1163,Take A Chance,0KoyYHBXh8cFC2xHjxz57f,0.766,0.446,2,-12.813,1,0.0659,0.0107,0.000169,0.062,129.139,0KoyYHBXh8cFC2xHjxz57f,338800,0
1164,Tragedy,6UXXeFqMBGiqjkzQzkMT3E,0.665,0.532,2,-10.793,1,0.0277,0.0889,0.0109,0.296,117.955,6UXXeFqMBGiqjkzQzkMT3E,303333,0
1165,Dirty Laundry,7LFer4drCtWSyD8oxORZtC,0.756,0.773,5,-6.65,0,0.0306,0.0848,0.0026,0.0792,98.384,7LFer4drCtWSyD8oxORZtC,336800,0
1166,People of Tomorrow,3sJMf4V2cdbwmNXehylqq8,0.739,0.892,8,-2.502,1,0.0407,0.0184,5.44e-05,0.182,105.022,3sJMf4V2cdbwmNXehylqq8,242286,1
1167,Las Manos Quietas - Versión Original 85,0PhK5CxDdtVKWA0JsT0tQV,0.866,0.879,11,-5.33,0,0.0343,0.381,5.09e-05,0.0787,131.333,0PhK5CxDdtVKWA0JsT0tQV,191455,1
1168,Separate Ways (Worlds Apart),4ECNtOnqzxutZkXP4TE3n3,0.451,0.962,0,-3.947,1,0.0734,0.0188,3.17e-06,0.277,131.435,4ECNtOnqzxutZkXP4TE3n3,323707,0
1169,Llueve sobre la ciudad,5xwcp9TY6zoxmVp2FK1SFx,0.482,0.786,9,-4.166,0,0.0343,0.0355,0.0,0.0472,107.837,5xwcp9TY6zoxmVp2FK1SFx,236472,1
1170,Let The Drummer Kick,4Nrg8EG7wWTiTOumtpw8gk,0.766,0.641,9,-3.777,0,0.0445,0.0165,0.0386,0.0809,85.011,4Nrg8EG7wWTiTOumtpw8gk,257093,0
1171,It Starts Now,4jGdL3hfHEcutGIgmOvk96,0.462,0.453,11,-17.292,0,0.432,0.727,0.00312,0.127,180.572,4jGdL3hfHEcutGIgmOvk96,282870,0
1172,Couteau,02gghiXYihh40huhNwjoGp,0.788,0.488,3,-12.266,0,0.155,0.0417,0.839,0.0822,91.981,02gghiXYihh40huhNwjoGp,308344,0
1173,Black Fur,3Ipgo2twyvBySMwsTzunlH,0.758,0.49,6,-7.98,0,0.032,0.357,0.000699,0.0795,119.969,3Ipgo2twyvBySMwsTzunlH,291580,0
1174,You Want It Darker,5zb7npjQqoJ7Kcpq4yD9qn,0.674,0.327,4,-16.986,0,0.0574,0.613,0.199,0.0756,108.995,5zb7npjQqoJ7Kcpq4yD9qn,284373,0
1175,Something More,5gf6B78U9yT5inZsJidlVO,0.858,0.492,8,-6.626,1,0.0397,0.15,0.881,0.0922,95.004,5gf6B78U9yT5inZsJidlVO,366890,2
1176,Something More,5gf6B78U9yT5inZsJidlVO,0.858,0.492,8,-6.626,1,0.0397,0.15,0.881,0.0922,95.004,5gf6B78U9yT5inZsJidlVO,366890,2
1177,Of My Mind,5PRdzrncmga9ieUFVrlE41,0.717,0.486,4,-11.511,0,0.0473,0.284,0.536,0.348,121.05,5PRdzrncmga9ieUFVrlE41,252598,0
1178,Footprints feat. C.A.R.,0Qc02DNbfPQh24jCyZ34pa,0.807,0.456,9,-12.364,0,0.0391,0.00683,0.761,0.0866,122.981,0Qc02DNbfPQh24jCyZ34pa,507273,2
1179,Money,4lEsxCV3sC3gH04FNN1jcw,0.675,0.685,11,-7.594,0,0.0454,0.0378,0.0135,0.19,109.98,4lEsxCV3sC3gH04FNN1jcw,307187,0
1180,Stereo,6X4f2HyaLrwTVi5juD27jY,0.887,0.408,2,-10.89,1,0.116,0.118,0.254,0.076,111.015,6X4f2HyaLrwTVi5juD27jY,346000,0
1181,Right and Wrong,24XYRx2U76xtA3zaypUQlj,0.971,0.476,9,-9.128,0,0.0816,0.375,0.22,0.111,111.991,24XYRx2U76xtA3zaypUQlj,411773,2
1182,Watching the World,0Tp9yWTKcWQNJETw6uAovi,0.827,0.611,0,-8.351,0,0.0264,0.009,4.49e-05,0.0845,109.979,0Tp9yWTKcWQNJETw6uAovi,387733,2
1183,Fade Out Lines - The Avener Rework,1ubVPccf8Vb9mL0XYpVpCV,0.876,0.731,1,-5.833,0,0.0325,0.0163,0.0926,0.101,119.011,1ubVPccf8Vb9mL0XYpVpCV,276600,0
1184,savage,1aXFAehwZvlKNi3GSvwC3n,0.67,0.701,10,-7.373,0,0.445,0.264,0.0,0.148,95.156,1aXFAehwZvlKNi3GSvwC3n,154509,1
1185,Told You So,2SCHvVxxf591F0EsSNCsRK,0.86,0.628,10,-7.992,0,0.0889,0.00492,0.776,0.101,104.992,2SCHvVxxf591F0EsSNCsRK,304654,0
1186,Anotherclock,3YZB9VxZtNg2aybkURu0CK,0.921,0.384,11,-11.64,0,0.115,0.891,0.0322,0.083,104.992,3YZB9VxZtNg2aybkURu0CK,240318,1
1187,On You,6EZWwoSA0gaOM2Y9SVm6Gu,0.694,0.68,1,-8.395,1,0.0323,0.339,0.0136,0.691,116.984,6EZWwoSA0gaOM2Y9SVm6Gu,197400,1
1188,On You,6EZWwoSA0gaOM2Y9SVm6Gu,0.694,0.68,1,-8.395,1,0.0323,0.339,0.0136,0.691,116.984,6EZWwoSA0gaOM2Y9SVm6Gu,197400,1
1189,Hypnotized,1M71KUbwyr3IKweEaXT2xM,0.762,0.377,7,-11.897,1,0.0522,0.0471,0.718,0.183,123.009,1M71KUbwyr3IKweEaXT2xM,340560,0
1190,Different Sides,031l5PZHX9GkbgvTdnD5Em,0.916,0.53,6,-9.487,0,0.0526,0.00673,0.109,0.112,116.991,031l5PZHX9GkbgvTdnD5Em,264669,0
1191,Take A Chance,0KoyYHBXh8cFC2xHjxz57f,0.766,0.446,2,-12.813,1,0.0659,0.0107,0.000169,0.062,129.139,0KoyYHBXh8cFC2xHjxz57f,338800,0
1192,Take A Chance,0KoyYHBXh8cFC2xHjxz57f,0.766,0.446,2,-12.813,1,0.0659,0.0107,0.000169,0.062,129.139,0KoyYHBXh8cFC2xHjxz57f,338800,0
1193,The Ginning,0hNlr56UPvigGSyCVdAOMi,0.858,0.348,11,-10.909,0,0.248,0.00549,0.792,0.0629,124.016,0hNlr56UPvigGSyCVdAOMi,391993,2
1194,Myenemy,2R0G7qes8jNtVrE1YkBNEy,0.928,0.716,9,-4.847,0,0.0656,0.485,0.095,0.931,110.014,2R0G7qes8jNtVrE1YkBNEy,215804,1
1195,Myenemy,2R0G7qes8jNtVrE1YkBNEy,0.928,0.716,9,-4.847,0,0.0656,0.485,0.095,0.931,110.014,2R0G7qes8jNtVrE1YkBNEy,215804,1
1196,Lonely Boy,1OOkgKetHWs5WsJKtNCVre,0.76,0.708,1,-7.204,0,0.0445,0.108,0.0474,0.122,122.001,1OOkgKetHWs5WsJKtNCVre,244187,1
1197,The Look,6zfczP87XO2SxWlQtnjFNa,0.638,0.535,9,-7.792,0,0.0415,0.623,0.0391,0.0837,84.947,6zfczP87XO2SxWlQtnjFNa,277653,0
1198,The Look,6zfczP87XO2SxWlQtnjFNa,0.638,0.535,9,-7.792,0,0.0415,0.623,0.0391,0.0837,84.947,6zfczP87XO2SxWlQtnjFNa,277653,0
1199,The Look,6zfczP87XO2SxWlQtnjFNa,0.638,0.535,9,-7.792,0,0.0415,0.623,0.0391,0.0837,84.947,6zfczP87XO2SxWlQtnjFNa,277653,0
1200,Instant Crush (feat. Julian Casablancas),2cGxRwrMyEAp8dEbuZaVv6,0.775,0.585,10,-9.516,0,0.0271,0.0422,0.619,0.077,109.942,2cGxRwrMyEAp8dEbuZaVv6,337560,0
1201,Instant Crush (feat. Julian Casablancas),2cGxRwrMyEAp8dEbuZaVv6,0.775,0.585,10,-9.516,0,0.0271,0.0422,0.619,0.077,109.942,2cGxRwrMyEAp8dEbuZaVv6,337560,0
1202,In the Night,45498paIaNnX2YvyeyR8IB,0.789,0.686,5,-5.182,1,0.0285,0.599,3.95e-05,0.132,123.018,45498paIaNnX2YvyeyR8IB,177507,1
1203,In the Night,45498paIaNnX2YvyeyR8IB,0.789,0.686,5,-5.182,1,0.0285,0.599,3.95e-05,0.132,123.018,45498paIaNnX2YvyeyR8IB,177507,1
1204,Paradis - Paradis reprise,42LqG7by3NJjZx4aF2W7Lu,0.676,0.735,9,-12.067,1,0.0484,0.00295,0.299,0.0753,125.001,42LqG7by3NJjZx4aF2W7Lu,380933,2
1205,Paradis - Paradis reprise,42LqG7by3NJjZx4aF2W7Lu,0.676,0.735,9,-12.067,1,0.0484,0.00295,0.299,0.0753,125.001,42LqG7by3NJjZx4aF2W7Lu,380933,2
1206,Favorite Song,09W0CaD6t2ZbaO7RABZUKF,0.601,0.713,5,-4.987,0,0.0251,0.000379,0.0618,0.348,100.013,09W0CaD6t2ZbaO7RABZUKF,293253,0
1207,Favorite Song,09W0CaD6t2ZbaO7RABZUKF,0.601,0.713,5,-4.987,0,0.0251,0.000379,0.0618,0.348,100.013,09W0CaD6t2ZbaO7RABZUKF,293253,0
